,Course,Course URL,Subject,Last Offered,Course Title,Credits Offered,Assessment of Sustainability Focused or Inclusive,Offered to UG/G/Both or Other,Justification for classification (including quotes from syllabi/course descriptions where applicable),Description,Course Home Department,Last Catalog Year Reviewed,Unnamed: 12,"The courses were counted using catalog listings with language that is aligned with the Earth Charter, covering topics such as ecological integrity, social and economic justice, and democracy and nonviolence.  Course descriptions that included terms like ""environment,"" ""sustainable/sustainability,"" and ""energy"" were counted as Sustainability-Focused courses, and the other courses that address a topic from the Earth Charter but are not centrally-focused on sustainability were considered Sustainability-Included courses.",Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17
1123,LPAP,https://courses.rice.edu/courses/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2022&p_crse_numb=195&p_subj=LPAP,195,,Critical Thinking In Sexuality,1,Y - focus,UG,Addressing sexual violence and gender inequality through hands-on application in a semester-long informational seminar,"CTIS will draw from a public health model of violence prevention to teach students the dynamics of domestic and sexual violence, bystander intervention, healthy relationships and healthy sexuality. This course is only available to first time matriculants in the fall but anyone can register for it in the spring.
 ",Dean Of Undergraduates,2020-21,,,,,,
1124,LPCR,https://courses.rice.edu/courses/courses/!SWKSCAT.cat?p_action=QUERY&p_term=202210&p_subj=LPCR,200,Fall 2021,Advanced Mental Training,2,NO,UG,"This Lifetime Physical Activity course focuses on the intersection of psychology and performance, but fails to be considered as sustainable for its lack of consideration into such topics.","This course is designed to focus on the psychology of performance excellence. Specifically, it will highlight the relationship between mental toughness and performance and will explore the ways in which the psychological skills training can be applied to a variety of performance setting (e.g. business, music, drama and sport). LPCR 200 is excluded and cannot be substituted or used to meet the University LPAP Requirement for graduation.",Lifetime Physical Activity,2021-2022,,,,,,
1125,MACC,https://courses.rice.edu/courses/courses/!SWKSCAT.cat?p_action=QUERY&p_term=202210&p_subj=MACC,501,Fall 2021,Accounting Ethics And Professionalism,3,NO,G,"This course focused on ethical judgements is solely an ethics course with an accounting specialty, not a course that includes sustainability topics.","The purpose of the course is to prepare the future CPA for ethical judgement. Course materials emphasize ethical reasoning and giving voice to values; principles of integrity, objectivity, independence (in fact and appearance) and avoidance of intentional misrepresentation of facts; the role of core values in a dynamically changing global economy; and professional and ethical issues in accounting practice.",Management,2021-2022,,,,,,
1126,MACC,https://courses.rice.edu/courses/courses/!SWKSCAT.cat?p_action=QUERY&p_term=202220&p_subj=MACC,502,Spring 2022,Business Law For Accountants,3,Y - Inclusive,G,,"This course examines the broad subject of law as it relates to business and is designed to help the accounting student develop ""legal astuteness."" The course provides an initial exposure to contracts and crucial concepts of tort, crime, agency, and business organization, as well as federal legal and regulatory schemes.",Management,2021-2022,,,,,,
1127,MACC,https://courses.rice.edu/courses/courses/!SWKSCAT.cat?p_action=QUERY&p_term=202210&p_subj=MACC,503,Fall 2021,Accounting And Auditing Regulation,1.5,Y - Inclusive,G,"This course is considered sustainability inclusive as part of this course deals with emerging issues in the areas of cybersecurity and environmental, social, and governance (ESG) reporting, a new environmental section of the business world that deals with how businesses can be sustainable in their financial endeavours. ","Students will engage in an intensive 5-day learning program. An accounting faculty member will oversee the course, and various officials involved in public policy will lead many presentations and discussions. The grade for this course will be 100% based on accounting and business writing.",Management,2021-2022,,,,,,
1128,MACC,https://courses.rice.edu/courses/courses/!SWKSCAT.cat?p_action=QUERY&p_term=202210&p_subj=MACC,504,Fall 2021,Finance For Accountants,1.5,NO,G,"This course deals with  corporate finance, diversification and asset allocation
and on derivatives, but not on sustainable asset allocation or portfolio managing. ","Coverage of core concepts in the areas of 1) corporate finance, 2) financial portfolio management, and 3) financial futures and options.",Management,2021-2022,,,,,,
1129,MACC,https://courses.rice.edu/courses/courses/!SWKSCAT.cat?p_action=QUERY&p_term=202210&p_subj=MACC,506,Fall 2021,Judgement/Decision Making Accounts,1.5,Y - Inclusive,G,"This course dedicates its framework on recognizing and removing bias from the workplace, specially in different business contexts. With this, because bias is inherently rooted in topics such as racism, sexism, etc. and because this class is focused on removing it, it would fall under sustainability inclusive.","Decisions in the workforce are often made under conditions of bias, conflict of interest, and missing information. In this course, accountants will learn how to identify and overcome common judgment and decision making errors through lecture, discussion, and experiential activities.",Management,2021-2022,,,,,,
1130,MACC,https://courses.rice.edu/courses/courses/!SWKSCAT.cat?p_action=QUERY&p_term=202210&p_subj=MACC,511,Fall 2021,Issues In Financial Reporting I,3,NO,G,The topics discussed in this course are not related to sustainability.,"Topics include: accounting for dilutive securities and stock-based compensation; recognition and derecognition of investments, leases, deferred taxes, and pension and other postretirement obligations; advanced topics on inter-corporate investment accounting. Codification research will be integrated throughout course. Comparison of U.S. GAAP and IFRS.",Management,2021-2022,,,,,,
1131,MACC,https://courses.rice.edu/courses/courses/!SWKSCAT.cat?p_action=QUERY&p_term=202210&p_subj=MACC,512,Fall 2021,Financial Statement Analysis,3,NO,G,"The focal points of this course include ratio analysis, accounting quality, and earnings management, which are not related to sustainability.","The first half of the course focuses on documenting and understanding a firm's profitability relative to past performance and comparable firms. The second half of the course covers: 1) forecasting financial statements and 2) deriving firm value under a variety of approaches, including DCF and residual income valuation (FRIV).",Management,2021-2022,,,,,,
1132,MACC,https://courses.rice.edu/courses/courses/!SWKSCAT.cat?p_action=QUERY&p_term=202220&p_subj=MACC,513,Spring 2022,Issues In Financial Reporting Ii,3,NO,G,"This course covers different financial accounting topics and recognizes the nuances that exist in the field, however, does not cover sustainability topics.","This course covers the advanced financial accounting topics of: accounting for intercorporate investments, for mergers and acquisitions, and for the preparation of consolidated statements, accounting for foreign currency translation, restating financial statements for inflation and for relative price changes, accounting for state and local governments, partnership accounting and reporting, and accounting for bankruptcy and reorganization.",Management,2021-2022,,,,,,
1133,MACC,https://courses.rice.edu/courses/courses/!SWKSCAT.cat?p_action=QUERY&p_term=202220&p_subj=MACC,515,Spring 2022,Advanced Revenue Recognition,1.5,NO,G,No sustainability component mentioned.,"While revenue generation is a key source of business risk and represents the primary value creation activity, its measurement and reporting in financial statements can be subject to substantial judgment. The course will cover the principles embedded in the US GAAP for revenue recognition and will examine how revenue recognition can vary substantially according to the underlying economics of different business models.",Management,2021-2022,,,,,,
1134,MACC,https://courses.rice.edu/courses/courses/!SWKSCAT.cat?p_action=QUERY&p_term=202220&p_subj=MACC,531,Spring 2022,Advanced Management Accounting,1.5,NO,G,"The primary focus of the course is on how to use accounting data and other related information in decision making, not sustainability topics.",The use of management accounting information to serve management decision-making; review of cost accounting concepts; use of standards and variances; relevance and decision making; role of cost allocations; different costs for different purposes; product costing systems; and managing customers.,Management,2021-2022,,,,,,
1135,MACC,https://courses.rice.edu/courses/courses/!SWKSCAT.cat?p_action=QUERY&p_term=202220&p_subj=MACC,541,Spring 2022,Accounting Control Systems,1.5,NO,G,"The primary topics of this course include processes, controls, and AIS structure for significant processes including the sales and collections cycle, acquisition and payment cycle, production cycle, financing, and Human Resources functions, but not sustainability.","Examines the concepts of the integrated audit of internal control over financial reporting in accordance with PCAOB Audit Standard 5. Also covers fundamental procedures used in financial statement audits, specifically in the client acceptance and continuance, planning and risk assessment, and audit comfort cycle phases of the engagement.",Management,2021-2022,,,,,,
1136,MACC,https://courses.rice.edu/courses/courses/!SWKSCAT.cat?p_action=QUERY&p_term=202220&p_subj=MACC,542,Spring 2022,Advanced Auditing,1.5,NO,G,"This course provides students with an in-depth understanding of Professional Standards, the audit process, advanced auditing techniques, and the auditor’s role, but does go beyond what auditing is. ","This course provides students with an in-depth understanding of professional standards, the audit process, advanced auditing techniques, and the auditor’s role. This course will use case studies to explore audit topics not extensively covered in a typical intro-auditing course, including planning/risk assessment, design and execution of procedures, testing techniques, and software tools.",Management,2021-2022,,,,,,
