Course,Course URL,Subject,Last Offered,Course Title,Credits Offered,Assessment of Sustainability Focused or Inclusive,Offered to UG/G/Both or Other,Justification for classification (including quotes from syllabi/course descriptions where applicable),Description,Course Home Department,Last Catalog Year Reviewed,,"The courses were counted using catalog listings with language that is aligned with the Earth Charter, covering topics such as ecological integrity, social and economic justice, and democracy and nonviolence.  Course descriptions that included terms like ""environment,"" ""sustainable/sustainability,"" and ""energy"" were counted as Sustainability-Focused courses, and the other courses that address a topic from the Earth Charter but are not centrally-focused on sustainability were considered Sustainability-Included courses.",,,,
INDE,https://courses.rice.edu/courses/courses/!SWKSCAT.cat?p_action=QUERY&p_term=202210&p_subj=INDE,567,Fall 2021,Optimization Theories In Finance,3,NO,UG,The theories of optimization such as asset-liability management and portfolio optimization are not applied in a way that allows for sustainable management of finances or how to apply these theories in a sustainable context.,"Fundamentals of financial optimization. Asset-liability management, arbitrage and asset pricing, mean-variance models, portfolio optimization. This course covers models and algorithms for solving linear, quadratic, integer, and stochastic optimization models encountered in financial and data science applications. Students who have taken CAAM 467 should consult their advisor before attempting to register for INDE 567.",Industrial Engineering ,2021-2022,,,,,,
INDE,https://courses.rice.edu/courses/courses/!SWKSCAT.cat?p_action=QUERY&p_term=202210&p_subj=INDE,571,Fall 2021,Probability And Statistical Inference,3,NO,UG,"The statistical topics discussed in this course are pure statistics, and not much application. Additionally, this course does not offer a sustainability component, or how sustainability can be embedded into statistical inference.","Topics include probability, random variables, probability distributions, transformations, moment generating functions, common families of distributions, independence, sampling and convergence, basics of estimation theory, hypothesis testing, Bayesian inference, ANOVA, regression. Introduction to statistical software.",Industrial Engineering ,2021-2022,,,,,,
INDE,https://courses.rice.edu/courses/courses/!SWKSCAT.cat?p_action=QUERY&p_term=202220&p_subj=INDE,572,Spring 2022,,3,NO,UG,,"Topics include Markov chains, renewal processes, queueing theory, statistical quality control, discrete-event simulation, random number generators, Monte Carlo methods, resampling methods, Markov Chain Monte Carlo, importance sampling and simulation based estimation for stochastic processes.",Industrial Engineering ,2021-2022,,,,,,
INDE,https://courses.rice.edu/courses/courses/!SWKSCAT.cat?p_action=QUERY&p_term=202210&p_subj=INDE,577,Fall 2021,Data Science And Machine Learning,3,NO,UG,"This data science course focuses on fundamental applications of data in industrial engineering, but not in a sustainability area.","Fundamentals of data science and machine learning. Topics include: introduction to scikit-learn, Keras and tensorflow 2, linear and logistic regression, clustering, support vector machines, random forest trees, neural networks, deep learning, natural language processing. Recommended Prerequisite(s): Three semesters of calculus recommended. A background in some programming language would be extremely useful.",Industrial Engineering ,2021-2022,,,,,,
INDE,https://courses.rice.edu/courses/courses/!SWKSCAT.cat?p_action=QUERY&p_term=202210&p_subj=INDE,590,Fall 2021,Masters In Industrial Engineering Capstone Experience,3,Y - Inclusive,UG,A sustainability component could be a part of a master's in Industrial Engineering capstone project. A project could also be focused on sustainability.,"MIE students are required to write a field report related to one of the required core courses in the curriculum. Students should coordinate this with the INDE 590 instructor/capstone director, prepare a report relevant to the course material, and present it in class.",Industrial Engineering ,2021-2022,,,,,,
INDE,https://courses.rice.edu/courses/courses/!SWKSCAT.cat?p_action=QUERY&p_term=202210&p_subj=INDE,597,Fall 2021,Revenue Management And Dynamic Pricing,3,NO,UG,Nothing indicates a sustainability component.,Topics and credit hours vary each semester. Contact department for current semester topic(s). Repeatable for Credit.,Industrial Engineering ,2021-2022,,,,,,
ITAL,https://courses.rice.edu/courses/courses/!SWKSCAT.cat?p_action=QUERY&p_term=202220&p_subj=ITAL,106,Spring 2022,Accelerated First Year Italian,3,NO,UG,"Centered around language acquisition and development language skills, but does not talk about sustainability topics.",Alternative first year Italian for students who have already completed two semesters of French or Spanish. This is an intensive course covering the equivalents of ITALY 141 and ITAL 142. Students will be prepared for ITAL 263 upon completion of the course.,Center For Language And Interpersonal Communication,2021-2022,,,,,,
ITAL,https://courses.rice.edu/courses/!SWKSCAT.cat?p_action=QUERY&p_term=202210&p_subj=ITAL,141,Fall 2021,First Year Italian I,3,NO,UG,"Centered around language acquisition and development language skills, but does not talk about sustainability topics.","Development of interactional competence in Italian (sociolinguistic and sociocultural knowledge) to communicate and interact with speakers of Italian. The course is based on a student-centered, critical-thinking approach to language analysis/acquisition. No prior knowledge of this language is necessary. Placement Test is required.",Center For Language And Interpersonal Communication,2021-2022,,,,,,
ITAL,https://courses.rice.edu/courses/courses/!SWKSCAT.cat?p_action=QUERY&p_term=202220&p_subj=ITAL,142,Spring 2022,First Year Italian Ii,3,NO,UG,"Centered around language acquisition and development language skills, but does not talk about sustainability topics.","Continuation of ITALY 141. Development of interactional competence in Italian (sociolinguistic and sociocultural knowledge) to communicate and interact with speakers of Italian. The course is based on a student-centered, critical-thinking approach to language analysis/acquisition.",Center For Language And Interpersonal Communication,2021-2022,,,,,,
ITAL,https://courses.rice.edu/courses/!SWKSCAT.cat?p_action=QUERY&p_term=202210&p_subj=ITAL,263,Fall 2021,Second Year Italian I,3,NO,UG,"Centered around language acquisition and development language skills, but does not talk about sustainability topics.","Continuation of ITALY 142. Development of interactional competence in Italian (sociolinguistic and sociocultural knowledge) to communicate and interact with speakers of Italian. The course is based on a student-centered, critical-thinking approach to language analysis/acquisition.",Center For Language And Interpersonal Communication,2021-2022,,,,,,
ITAL,https://courses.rice.edu/courses/courses/!SWKSCAT.cat?p_action=QUERY&p_term=202220&p_subj=ITAL,264,Spring 2022,Second Year Italian Ii,3,NO,UG,"Centered around language acquisition and development language skills, but does not talk about sustainability topics.","Continuation of ITALY 263. Development of interactional competence in Italian (sociolinguistic and sociocultural knowledge) to communicate and interact with speakers of Italian. The course is based on a student-centered, critical-thinking approach to language analysis/acquisition.",Center For Language And Interpersonal Communication,2021-2022,,,,,,
JAPA,https://courses.rice.edu/courses/!SWKSCAT.cat?p_action=QUERY&p_term=202210&p_subj=JAPA,141,Fall 2021,First Year Japanese I,3,NO,UG,"Centered around language acquisition and development language skills, but does not talk about sustainability topics.","Development of interactional competence in Japanese (sociolinguistic and sociocultural knowledge) to communicate and interact with speakers of Japanese. The course is based on a student-centered, critical-thinking approach to language analysis/acquisition. No prior knowledge of this language is necessary. Placement Test is required.",Center For Language And Interpersonal Communication,2021-2022,,,,,,
JAPA,https://courses.rice.edu/courses/courses/!SWKSCAT.cat?p_action=QUERY&p_term=202220&p_subj=JAPA,142,Spring 2022,First Year Japanese Ii,3,NO,UG,"Centered around language acquisition and development language skills, but does not talk about sustainability topics.","Continuation of JAPA 141. Development of interactional competence in Japanese (sociolinguistic and sociocultural knowledge) to communicate and interact with speakers of Japanese. The course is based on a student-centered, critical-thinking approach to language analysis/acquisition.",Center For Language And Interpersonal Communication,2021-2022,,,,,,
JAPA,https://courses.rice.edu/courses/!SWKSCAT.cat?p_action=QUERY&p_term=202210&p_subj=JAPA,263,Fall 2021,Second Year Japanese I,3,NO,UG,"Centered around language acquisition and development language skills, but does not talk about sustainability topics.","Continuation of JAPA 142. Development of interactional competence in Japanese (sociolinguistic and sociocultural knowledge) to communicate and interact with speakers of Japanese. The course is based on a student-centered, critical-thinking approach to language analysis/acquisition.",Center For Language And Interpersonal Communication,2021-2022,,,,,,
